"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Album Release Date","Disc Number","Track Number","Track Duration (ms)","Explicit","Popularity","Added By","Added At"
"spotify:track:2NNPnxOunTgqFNlCrG4jcQ","Mortal Kombat","spotify:artist:0kDgxQlVYVecF6MCNWJTYE, spotify:artist:4c2ighP1wj8E5dVGJDCOiB, spotify:artist:6lirZ0ouvh4l3fz3HSnIwi, spotify:artist:7Hjbimq43OgxaBRpFXic4x","Pivot Gang, Kari Faux, Joseph Chilliams, Saba","spotify:album:3LGXijbrTyP8I6W1mEb5Sl","You Can't Sit With Us","2019-04-19","1","3","211153","true","46","spotify:user:1227113","2019-09-27T15:37:16Z"
"spotify:track:2fQo9apVAYggTBzaFPUh9B","Supernova","spotify:artist:4tRZRfhgfLEIUI9mw9Njy2","Sunni Colón","spotify:album:0iu2xltdgI77Bkryi5JTNe","Supernova","2019-09-25","1","1","141374","false","48","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5otMQFEmbjKcOx7rfBRZXM","Cycles","spotify:artist:0XzVyZOZF7FIsQ7VbBZ9Yy, spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Shafiq Husayn, Hiatus Kaiyote","spotify:album:2RwRyZtlOXOcg4dzx1VkhE","The Loop","2019-03-29","1","9","229380","false","32","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0cKn4Shv9qiUjy0iCdbA8h","Mrs. Crabtree","spotify:artist:0XzVyZOZF7FIsQ7VbBZ9Yy, spotify:artist:7IfculRW2WXyzNQ8djX8WX, spotify:artist:3Qq0yiyJZJu8L2PS5zpFVX, spotify:artist:7Lfgc57O0gFZHbSnCzHq2r","Shafiq Husayn, Erykah Badu, N'Dambi, Aset SoSavvy","spotify:album:2RwRyZtlOXOcg4dzx1VkhE","The Loop","2019-03-29","1","6","323595","false","13","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:6wJCaF2Gg1bb50EIX20Z2X","Between Us 2","spotify:artist:0XzVyZOZF7FIsQ7VbBZ9Yy, spotify:artist:4jCbgl5Dmt3uOh8WRQfpPs","Shafiq Husayn, Bilal","spotify:album:2RwRyZtlOXOcg4dzx1VkhE","The Loop","2019-03-29","1","5","316207","false","20","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:4zwq3QUKgMNk0NSLl7fpbP","Why Why Why Why Why","spotify:artist:1uRxRKC7d9zwYGSRflTKDR","SAULT","spotify:album:57EkTny9UjqpLhFzMO4Hdb","5","2019-05-05","1","4","238679","false","60","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:7DHrin6fl2RV6ND1k3MF9y","Loverboy","spotify:artist:28EyduqESEOVMO6vglvaUZ","Joesef","spotify:album:7w3ggwVB0OqAGFkboiozRS","Loverboy","2019-05-17","1","1","238122","false","54","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3Cuxhaq8CSrYNKeyCQUM6e","My Head (feat. ABRA)","spotify:artist:5zfEatKLDdRkgbw6sdLBAQ, spotify:artist:3ZJxEmjYZd5VOqZ8o3aXiL","Octavian, ABRA","spotify:album:0EmCH3tGiC9pjgIhxsqg4e","Endorphins","2019-06-13","1","11","189063","true","40","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:7l2qaeiW6ACIrJ4wmR1SDI","Walking Alone (SBTRKT cover) (feat. J Rick & Jessie Ware)","spotify:artist:5zfEatKLDdRkgbw6sdLBAQ, spotify:artist:3b0OO3bmtd9oXo3EOW8KHZ, spotify:artist:5Mq7iqCWBzofK39FBqblNc, spotify:artist:1O10apSOoAPjOu6UhUNmeI","Octavian, J Rick, Jessie Ware, SBTRKT","spotify:album:0EmCH3tGiC9pjgIhxsqg4e","Endorphins","2019-06-13","1","10","323387","true","41","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3fSERn1IDqeKsuFGDbtncP","Through Enough (feat. GoldLink) - Jarreau Vandal Remix","spotify:artist:0Ek89uaJyo6NfWK22awFvI, spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ, spotify:artist:6f96znq79wvlknKHHHhtTW","VanJess, GoldLink, Jarreau Vandal","spotify:album:2Cfi0i0WfSA4wChWWTinmz","Through Enough (Maxi Single)","2019-06-25","1","3","259786","false","18","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1H6oSwSqrZYNkSyKbMd7JL","Leo Bear","spotify:artist:6tUJpYN2aYiXbzAcg0pIOo","Sinead Harnett","spotify:album:17MS1oITaC8VbYmtpXplMV","Lessons in Love","2019-09-20","1","2","266256","false","39","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2cFHJw9MFRzt3Bo3s8aPFU","Blu Skyes","spotify:artist:5q9zHGohILrZ2j1bSL1VeG","Barny Fletcher","spotify:album:6txMrG8bBmH4oCbtDlRmfx","CANVAS2033","2019-05-17","1","7","250285","true","42","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5P073xLwqE2bU6LC0UM1Uu","Hard To Believe","spotify:artist:6SYIsHAQ1sPokVxmzpaDBU, spotify:artist:7gSjFKpVmDgC2MMsnN8CYq","Kindness, Jazmine Sullivan","spotify:album:6f0YTKqvFzTV2GothutvTx","Hard To Believe","2019-06-11","1","1","241032","false","24","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0ZOYJ5355oaN1tZTxsqSIO","Marvin's Mood","spotify:artist:35mEzAsFbM7OOTzFyjTgeU","Stro Elliot","spotify:album:1xbrj4do2MGesSb11YloRH","Marvin's Mood","2019-09-20","1","1","439651","false","40","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:7pADtei8K3suMQlLBxR4iw","When U Loved Me","spotify:artist:5O35zGUolf87RATk2NgSD3","Hether","spotify:album:6ob1fJyKwsUIIoyjz8PL0w","When U Loved Me","2019-07-10","1","1","191146","false","53","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:55R2qHAF1KxgKaV0gAcAus","Payback","spotify:artist:6X8WdFjrNhXATMDSs26aCc, spotify:artist:65d2Cw70rLuVwEZwQpHtFW, spotify:artist:7jDblfQQLFAZCKXFfoGZ9Q","Curren$y, LNDN DRGS, Jay Worthy","spotify:album:7BtdIGLf6XXI8zSHuXfPvL","Umbrella Symphony","2019-05-10","1","3","220069","true","31","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5sevAfgZS7yJkCzuTIfBOA","Returning","spotify:artist:0GgkfnO3Bu2CFn65ZH31TF","Freddie Joachim","spotify:album:5PDw9ze4Bjw4P9rQ2yQFKF","Returning","2019-07-22","1","1","204930","false","24","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3j6C16R1SJ5EM9SrnKE9Z8","Warrior Cry","spotify:artist:3UHGHiVMz1L0XqFi3oXHvH","Collard","spotify:album:12X0uIEsZS7G2TlokvPsj3","Unholy","2019-05-10","1","4","216680","false","27","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2gOv0TbtEYQPIBBEZ3CecT","Bad","spotify:artist:6640cHoNCdUXlPbwrsaoN6","Donavon","spotify:album:02N4I8FSqkKOCpZFnyhKp1","Bad","2019-04-08","1","1","168000","true","36","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2B9wgj9XzbJZLty03PRbVo","Bezerk (feat. A$AP Ferg)","spotify:artist:0c173mlxpT3dSFRgMO8XPh, spotify:artist:6q3p11nP1p80Ey6LrOOSed, spotify:artist:5dHt1vcEm9qb8fCyLcB3HL","Big Sean, Hit-Boy, A$AP Ferg","spotify:album:6UgZHNJFfmKLSGLuW9T114","Bezerk","2019-08-26","1","1","151066","true","70","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:310Qd5lOzFStXKZB3zWCtE","Learn How to Watch (feat. Mac Miller & MadeinTYO)","spotify:artist:7CCjtD0hCK005Bvg2WG1a7, spotify:artist:4LLpKhyESsyAXpc4laK94U, spotify:artist:5SyGEPymt1G2uto47tVWvZ","Carnage, Mac Miller, MadeinTYO","spotify:album:406X6MuFUEmz00tVOSbOoS","Learn How to Watch (feat. Mac Miller & MadeinTYO)","2018-01-12","1","1","121850","true","56","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1zlDkLJhjJ8MbMOw71bPiX","Wife That","spotify:artist:0dXCvd6lpLfZBKTFjUF1R3, spotify:artist:0cyOzsWB2kB6JpGkm0O4aw","Marius, Kameron Alexander","spotify:album:7KoWpv7Dc54ubDVJ4XfHRg","Makeshift","2019-08-09","1","6","239973","true","12","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1r33iukEx0COYuBzyXPmPP","Hun43rd","spotify:artist:13ubrt8QOOCPljQ2FL1Kca","A$AP Rocky","spotify:album:3MATDdrpHmQCmuOcozZjDa","TESTING","2018-05-25","1","12","242746","true","60","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0Fpen1PTuEnCmOJtUU9Iud","New Patek","spotify:artist:4O15NlyKLIASxsJ0PrXPfz","Lil Uzi Vert","spotify:album:64eE6FnNj7UJ9LEkN4EbvS","New Patek","2018-09-18","1","1","343099","true","71","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3DoBTwfr8yi2LN08SBpFkN","Watch (feat. Lil Uzi Vert & Kanye West)","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY, spotify:artist:4O15NlyKLIASxsJ0PrXPfz, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","Travis Scott, Lil Uzi Vert, Kanye West","spotify:album:7hVFsGvQ1apmp4EAldMwID","Watch (feat. Lil Uzi Vert & Kanye West)","2018-05-04","1","1","217405","true","69","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3HPygYwlZeehBTDZXMhsrR","Mars (feat. Lil Uzi Vert)","spotify:artist:6xS5PpBWaVYraexEkEjjXv, spotify:artist:4O15NlyKLIASxsJ0PrXPfz","Maxo Kream, Lil Uzi Vert","spotify:album:5ZvWg6dVrEk5syDUzn0dPI","Mars (feat. Lil Uzi Vert)","2017-12-01","1","1","199863","true","56","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0jKTXiGx84XBFD7wwv9IOW","Champagne","spotify:artist:07d5etnpjriczFBB8pxmRe","BJ The Chicago Kid","spotify:album:7lZWuo8TFgz5ty8PEWa6SO","1123","2019-07-26","1","2","221788","false","35","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:41H26OjixExPOxELWrHwqf","虹彩","spotify:artist:1pvdS8wUgkkSZNPwkb6qg0, spotify:artist:5rjahCZtY8h4y2EHCnpgtQ","Kuro, 君島大空","spotify:album:4hnW7kQFsv60ccyuQxPAST","JUST SAYING HI","2019-09-18","1","7","205045","false","12","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2CMWOFEmCxYmba12VXK0k0","Ir + Allá","spotify:artist:11teMrCZ2iEch5ufwIlKz5, spotify:artist:5TcPijsr7sstBFVAMNfdIm","Abbacook, Yeo","spotify:album:2fYOKwmlsf4Jk5lGBPQzoj","Ir + Allá","2019-09-20","1","1","246448","false","7","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2zoNNEAyPK2OGDfajardlY","Rushing Back","spotify:artist:6nxWCVXbOlEVRexSbLsTer, spotify:artist:5ujrA1eZLDHR7yQ6FZa2qA","Flume, Vera Blue","spotify:album:4d2YOjyPDopVhOkksaALJj","Rushing Back","2019-09-25","1","1","231663","false","73","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5PxvhqimHphmfFc0W3Lxp3","Avenue","spotify:artist:5MbNzCW3qokGyoo9giHA3V","EARTHGANG","spotify:album:2JtlTPzThXs3Pvz8V2iBIB","Mirrorland","2019-09-06","1","8","183746","true","41","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2og2gvNE8bwPzf2EMJLzOc","Platinum Sex","spotify:artist:2KvWE2yC2SS2fck2WOm8Kv, spotify:artist:21UPYSRWFKwtqvSAnFnSvS","Mina, Amaarae","spotify:album:3hnFGY9muwDV9zlEoQV5Kc","Flight Paths","2019-05-03","1","4","238523","false","8","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:7GJcwc79aepayf4gR25XhG","LIKE IT","spotify:artist:21UPYSRWFKwtqvSAnFnSvS","Amaarae","spotify:album:49uMxN57GpiaVpIH18ImjF","LIKE IT","2019-09-26","1","1","236719","true","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2HGtOvHqIJ8teMKCCkUslR","最後は勝つ","spotify:artist:2oNStf3CKKLM5lnzELWMcH","Taichi Mukai","spotify:album:0xayxf1WqzW8OsRPxordHF","SAVAGE","2019-09-18","1","8","201712","false","21","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1yjQX6y6X2qohexD3jNGXr","Attention","spotify:artist:6zMEGo7y1noMoUEcQfIRCT","Mark Johns","spotify:album:0cvQwJG83Y4efDMGGLP16R","Attention","2019-09-26","1","1","127162","false","25","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5KnfD0WLGxFUTcsRpz9w2w","Just Can't Say 차마","spotify:artist:6ClAFFqc8VEOKSGTrvy8V5","Ku One Chan","spotify:album:05FPOh1ujz9nUhiKTQmKQZ","LOG 일지","2019-09-10","1","2","203780","false","28","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0Th86BPjnlLgpO8dNo6v1Y","ALONE","spotify:artist:37gWa2HFkzaGcK2uDClUDI, spotify:artist:4lVEjRrFtykgXkHL1YFEZN","Choco, Soma","spotify:album:5b1ridfBaYXGjZx6WQLNpq","ALONE","2019-09-23","1","1","270000","false","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:60sE6u77Uuwsf7w4GbPwgf","Paper","spotify:artist:0Wwji82sLA0Hcvtuak3omb","AUDREY NUNA","spotify:album:2OuZduHr2CqQK6gvflPIKW","Paper","2019-09-20","1","1","157143","false","44","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5QSpxOXQCTqazyvdAlsw3M","4 Year Break (126 BPM)","spotify:artist:5iUnvXddCpOrbWKm7QMr6o","Vegyn","spotify:album:1g4JcuVQJwAv2w7k37nnOw","Text While Driving If You Want to Meet God!","2019-06-06","1","1","47570","false","26","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0dzdz32c8H6ARy5N0YpZNH","Nauseous / Devilish","spotify:artist:5iUnvXddCpOrbWKm7QMr6o, spotify:artist:6yJ6QQ3Y5l0s0tn7b0arrO","Vegyn, JPEGMAFIA","spotify:album:6QJ5PlGKA1bc9OE8eU00Fm","Nauseous / Devilish","2019-09-25","1","1","143466","true","33","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0CRHmRLF52I8jgTuYHqgao","Chanel","spotify:artist:36UnfzYd835ufc9ajoT9Kk","DrewsThatDude","spotify:album:34wXAGVQ4gRpPO9VuUGTaG","Chanel","2019-09-25","1","1","188275","false","5","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:73dlzGP7irXmDW4QsiRJSt","Midnight","spotify:artist:6QrRSfwkZsixVIgDRhpToh, spotify:artist:60k4atxgEIMFz4DWHp0le1","Ian Ewing, Braxton Cook","spotify:album:41UC3rVr8QlcwvhBRNxkJB","Always Home","2019-09-09","1","2","220312","false","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3TV9WS1MxFfaY4i30E3IIO","Bernstein","spotify:artist:0h6JSIfoSSbXtaBWiUC4Wy","DRWN.","spotify:album:0Zl6iqIGCARmjQ9xYEqUn4","Mad Chill, Vol. 2","2019-09-06","1","3","118852","false","1","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3LEhNxEixmt5Lj36Zky9MS","Solitude","spotify:artist:3z82km7NvHtfV4LHwRk072","Chance Thrash","spotify:album:0Ez1wvN401usCwTnJM7rWw","Solitude, HiddenTrail, Hibiscus","2019-07-01","1","1","202420","false","17","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:60S4tQJqODm43KM20RTLHB","Peppermint Tea","spotify:artist:3z82km7NvHtfV4LHwRk072","Chance Thrash","spotify:album:2fSKuMYZIUNRy4CqRGiSVP","Tea Time","2017-09-13","1","2","160823","false","39","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:16K8TRsFRBzi6KYIcJJKou","Room Temperature","spotify:artist:3z82km7NvHtfV4LHwRk072, spotify:artist:5XE0fiZWGbq9TcSuWwJ1fA","Chance Thrash, potsu","spotify:album:44fuhwmimF1ym7tpN6L2Z6","Room Temperature","2019-09-21","1","1","135649","false","34","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0J10Hck3wkAYqgyOseqJ0t","gone","spotify:artist:2ixBQngmF4ZFXYHi8sJTfl, spotify:artist:359shARYhqeEGrmwgOEOLS","juuku, Natalie","spotify:album:4iM7RQEf0rdw2FcbMFx7p1","gone","2019-09-26","1","1","210075","false","34","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:6RJYj8Xzv8EREOrlX5pYBU","ลองมอง (feat. Takuya Kuroda)","spotify:artist:1gSQwgAnUsccVDJV4WBmx6, spotify:artist:4DbVGBurfbrdLW2ZwfwdmP","MAP, Takuya Kuroda","spotify:album:6dzbVConJU8JSrkVGHT4Hl","ลองมอง (feat. Takuya Kuroda)","2019-09-06","1","1","246617","false","5","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1nBrUdCYMZBz3yFH56XyRM","Número 10","spotify:artist:2z8dSH4TMRViQh4QjqrDYv, spotify:artist:2PC0CLpUsoEQPNIZKg2ZX0","MC Buzzz, MC Bin Laden","spotify:album:16tlhlnbnZo3p9f9A2dNqw","Número 10","2019-09-26","1","1","145986","false","24","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2dcftV728DaUb1xOaCfSKa","愛を手探り","spotify:artist:4VIGlACQnSacU0b1HTLA7y","Asako Toki","spotify:album:7HeU82i4hTXi76C2PRCMjY","PASSION BLUE","2019-10-02","1","2","187270","false","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2rTnVB1bvwxHtaIl4uVu7f","Slide","spotify:artist:3Y7RZ31TRPVadSFVy1o8os, spotify:artist:0A0FS04o6zMoto8OKPsDwY","H.E.R., YG","spotify:album:6b3LhhX9Lt2861Dsh3ZCC2","Slide","2019-09-27","1","1","238321","true","77","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0WVgo1TTosxB1sTCZM4P0W","Midnight","spotify:artist:4OHaWpWPKDcZgOOUn9elFn, spotify:artist:13vr2QqzoWOWDyaAZDuEGO","Mr. Carmack, Kenny Segal","spotify:album:7GanY9WQdcomk3jPHPlZ3M","Rebuild","2019-09-27","1","2","147121","false","12","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3aB0mv6Npk1ialy1tUJg8C","Get Some","spotify:artist:3fcW2V4zOfFm0IsWCJUuzz","Zilo","spotify:album:06BGhWFgQm8iUZ1JW5SNBh","Gorgeous","2019-09-06","1","4","239412","false","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2N9diphE2W5UGdigrmy0SE","Venus","spotify:artist:3FQrStLPA45IL3rsKkXNyM","Ukko","spotify:album:3eJTd5KFuWMmp3HMdVo1g9","Venus","2019-09-27","1","1","160975","false","38","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0JQZGo8aDOC2bEbonEo6Z6","Low Blow","spotify:artist:5yoJncvEp3IWsVWvH5f7fg, spotify:artist:6WSGvkpkizLBaN4vbhuIjs","Paige Garabito, Shintaro Yasuda","spotify:album:40LxXBAbO5GMgaGay5lamZ","Low Blow","2019-09-27","1","1","187021","false","3","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3eofH3bv0R3E5waMiyYRJw","Tea & Sympathy","spotify:artist:7ANeFdhioipksT9lqg0Ay6","Ego Ella May","spotify:album:33Fn7WWfj2hGL7SEjYvsL9","So Far","2019-09-18","1","3","399004","false","14","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0SdSuUUoVuQWA40yldhDht","Wet The Bed","spotify:artist:5DIi2JWfQPTKffaVBlIYRn, spotify:artist:0IznZPMUyaPGdqfP4oqBja","Sik-K, Coogie","spotify:album:1e9a1koBntuC0NdrJuqmel","S.O.S (Sink or Swim)","2019-09-24","1","3","180720","false","45","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:70izrPPF9I7fqCOChXsc30","To Me","spotify:artist:6hfwwpXqZPRC9CsKI7qtv1","Alina Baraz","spotify:album:0u5WSJGs6HBbubRJZLHFhJ","To Me","2019-09-24","1","1","257055","true","63","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3ipTqMJLLzGZ7yjYA446PU","Waiting","spotify:artist:0Akz4zScvHzgDHt5lDByTT","S-Type","spotify:album:0TieXeJtp8WRs0J8jpKGOz","Beat","2019-09-18","1","6","178881","false","6","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1dVFYUxwLVi63G4iF2Vs3b","Infinite Lives","spotify:artist:0Akz4zScvHzgDHt5lDByTT","S-Type","spotify:album:0TieXeJtp8WRs0J8jpKGOz","Beat","2019-09-18","1","5","168301","false","8","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:66CixbqVRdsPyog0MZQ1X1","Gazelle","spotify:artist:0Akz4zScvHzgDHt5lDByTT","S-Type","spotify:album:0TieXeJtp8WRs0J8jpKGOz","Beat","2019-09-18","1","3","159385","false","7","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2tfK3JdDPbs7xeKXOcV3A9","silky","spotify:artist:1ii9VZ3CKfTvlEZSoCFVvL","FNCY","spotify:album:6VWJooUUat3ty1iwP7gkhb","Train/AOI夜/DRVN'/silky/今夜はmedicine","2019-07-10","1","4","226265","false","11","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1ohyGTPbJTfCDEuhO4xOPG","今夜はmedicine","spotify:artist:1ii9VZ3CKfTvlEZSoCFVvL","FNCY","spotify:album:6VWJooUUat3ty1iwP7gkhb","Train/AOI夜/DRVN'/silky/今夜はmedicine","2019-07-10","1","5","240838","false","10","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3JMFxEU4xHgZ5P0NwViwaQ","Dream ship","spotify:artist:1bmqi99UHMUsIQVZDx4dAn, spotify:artist:1LFHjuuofxqkQL8vrJtpFB, spotify:artist:57weAzpeaELcDcAuqngdDo","DJ RYOW, Shurkn Pap, VILLSHANA","spotify:album:6J3Kj1t7GJoESghfco9nLu","Dream ship (feat. Shurkn Pap & VILLSHANA)","2019-03-20","1","1","183092","false","1","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:6bOolCc1reDEJ0Yjp37ASj","That's My Baby -Midas Hutch Remix","spotify:artist:2UmhByzSum8X2lQZ7pWvWp","RIRI","spotify:album:5EL5771ZIEaZm5PSu1obsu","That's My Baby -Midas Hutch Remix","2018-08-10","1","1","213008","false","13","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5KVbhOT7phHCR24iy8hbjG","The List","spotify:artist:1jB7iDtNvPQqbJ80Qz6jIc","Gareth Donkin","spotify:album:3iEP3yu8iOr0tZihHs7DpY","The List","2019-09-22","1","1","156766","false","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0vN04OjLaBdawT9JFC5wsq","初恋","spotify:artist:3AiES4wyTOfJvNgqz9baDn","eill","spotify:album:5vaK03J2BTB1klzZubo88k","MAKUAKE","2018-10-03","1","7","240889","false","29","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2aLyqA8WD8TxoLaKBYgdOu","Lovin' You","spotify:artist:7fD1pCIsnPsUt6mHizHGnt","CHIAKI SATO","spotify:album:2WdQrOZKIEmyYZZ6KY06zi","Lovin' You","2019-04-04","1","1","229146","false","28","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:0N4wuL0YKLbxc4kCrRWt6v","VOID","spotify:artist:3NyJkvXLy5dg73SrT0ykba","JUBEE","spotify:album:25HxCyo3Y03hD2470H0aWz","Mass Infection","2019-09-18","1","1","148415","false","0","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:1ej7owwDt0xlkC8j5BW5hP","SPACE&TIME","spotify:artist:7yRxZQCnqnacCdZ6w9P10S","韻シストBAND","spotify:album:6v2qw0z2cTujn0Y2yxHJxv","TO THE NEXT","2018-03-14","1","5","239920","false","3","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:3BvAk8JfB2AKJUuLXzIcbf","空っぽの街角 REMIX feat. LUVRAW&BTB","spotify:artist:1tOF1qdxR1zSaNT8qJzRc4","Cypress Ueno To Robert Yoshino","spotify:album:21KxQYFLwfkFhmlsNC6tfR","BUMP / 空っぽの街角 REMIX feat. LUVRAW&BTB / YOKOHAMA LAUGHTER","2011-08-31","1","2","230400","false","4","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2Y10bmtxVQdX7nIxVKNchH","Salve feat. JJJ","spotify:artist:01b6szRrEne55vkR4tVPHP, spotify:artist:4BuaC48pvatn5gWSqV45cR","KID FRESINO, JJJ","spotify:album:0bZZoPiUPJ6HxAdHyInjCa","Salve","2017-01-23","1","1","209386","false","36","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5z15XFMB0JcW6elMLLzuS2","Department","spotify:artist:5tK0pTs030ubZkrnKAWAFp","THE OTOGIBANASHI'S","spotify:album:7aJJPG15Yum1PZrkN19U15","BUSINESS CLASS","2015-08-05","1","2","233745","false","18","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:4vNUUgH5VyRnJovlOhXF9D","sushi car","spotify:artist:7FFaFas6TD1PhMtJ1xel8J","SUSHIBOYS","spotify:album:2Ph2gYYmPvh0pN9UUZ2TJe","NIGIRI","2017-10-15","1","3","191416","false","17","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:07JGe9SI5098jtBkrUcdmF","Yu-Gi-Oh!","spotify:artist:7FFaFas6TD1PhMtJ1xel8J","SUSHIBOYS","spotify:album:4U9aYTAa7qv8x4m32NsF8L","350","2018-11-21","1","5","244720","false","8","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5sHNqbMFjlx25mQZP6Xzg8","Hachigatsusanjyuninichi","spotify:artist:7FFaFas6TD1PhMtJ1xel8J","SUSHIBOYS","spotify:album:4U9aYTAa7qv8x4m32NsF8L","350","2018-11-21","1","4","218226","false","6","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:2YMT4fhaMVKuaj7mHH5cIB","Ajinomoto","spotify:artist:7FFaFas6TD1PhMtJ1xel8J","SUSHIBOYS","spotify:album:4U9aYTAa7qv8x4m32NsF8L","350","2018-11-21","1","2","251026","false","6","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5ykYsqQpJALq4YB21ptH3r","DRUG","spotify:artist:7FFaFas6TD1PhMtJ1xel8J","SUSHIBOYS","spotify:album:2PFCGRvhAK0x5kvSAytkGs","DRUG","2019-04-08","1","1","235037","false","11","spotify:user:1227113","2019-12-13T16:28:46Z"
"spotify:track:5l3eYP0PzT9lvwhwUOkuRw","DIAMOND","spotify:artist:2I02wQyuODu7hvBpNq4p9Q, spotify:artist:6yUU8t0uErShvENFO38iRl, spotify:artist:1HMNDoAemwxn5YKiEiAhik","DA-Dee-MiX, BUDDHA BRAND, Vikn","spotify:album:2mUvxLknEkIKxKi0Tmi3IA","DIAMOND","2018-11-03","1","1","213117","true","24","spotify:user:1227113","2019-12-13T16:28:46Z"
