"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Album Release Date","Disc Number","Track Number","Track Duration (ms)","Explicit","Popularity","Added By","Added At"
"spotify:track:2LWDBGSvTl9TjCVQKC2YgO","Anonymous (feat. Smino)","spotify:artist:0KpCz7V5XRkqKuM1JDf56O, spotify:artist:1ybINI1qPiFbwDXamRtwxD","Cousin Stizz, Smino","spotify:album:3l9X9abmztD680Rs0HnT98","Trying To Find My Next Thrill","2019-08-14","1","3","180160","true","36","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0uqJQ1k1N63nl4tAYW8t2A","Bank","spotify:artist:5MbNzCW3qokGyoo9giHA3V","EARTHGANG","spotify:album:2JtlTPzThXs3Pvz8V2iBIB","Mirrorland","2019-09-06","1","4","179493","true","57","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6XjNLIoUiU2XKdbNp7PvHl","Rumors (feat. ZAYN)","spotify:artist:30DhU7BDmF4PH0JVhu8ZRg, spotify:artist:5ZsFI1h6hIdQRw2ti0hz81","Sabrina Claudio, ZAYN","spotify:album:4vfE56g4oK4p8VVx7pThrU","Truth Is","2019-10-04","1","3","226003","false","65","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:23KXl0SLAwPqafAURXMyYf","Active","spotify:artist:1IMce39rs3RaGc03Vpbs68","Klassik","spotify:album:1vtPoen1thjBDUpK4a93mp","Active","2019-09-04","1","1","202301","true","9","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:7nPEEBMRjS6ApTeGk37gS8","Noise","spotify:artist:1IMce39rs3RaGc03Vpbs68, spotify:artist:7Hjbimq43OgxaBRpFXic4x","Klassik, Saba","spotify:album:4P5NlK6Fv3T95liVLSsCj0","Noise","2019-10-04","1","1","190405","true","20","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2vMty97t1NXGmoMdS8mOLz","Ain't No Secret","spotify:artist:6LtgEnShwvrqAaKohg7skM","Hablot Brown","spotify:album:3rvy6VSQ3szFf672tix4cM","Ain't No Secret","2019-10-03","1","1","146000","false","38","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2GcNw5p4OkZOaO6ZyLB2sE","High ㅎㅇ (Feat. PENOMECO) (Prod. GroovyRoom)","spotify:artist:17vCFclNbTzsDfPgsaWaQO, spotify:artist:1MAUqH0haKBYbjpknTfreY","LEEBADA, PENOMECO","spotify:album:2SwNK3Kn3RhrMTS3ZWNsPo","High ㅎㅇ (Feat. PENOMECO) (Prod. GroovyRoom)","2019-09-30","1","1","199133","false","44","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3e96kKmD5CgIbyOmy0BKkh","Trade In Bars Yo [Feat. Herbie Hancock]","spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW","Robert Glasper, Herbie Hancock","spotify:album:5SFtk75uqfjUGXEjLsgdMl","Fuck Yo Feelings","2019-10-03","1","13","102400","false","22","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1H03NPKsTjpSQxF6aCPTfJ","Expectations [Feat. Baby Rose, Rapsody, James Poyser]","spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:11Y7L6JWkZQkuNIZ8qSxQ0, spotify:artist:6NL31G53xThQXkFs7lDpL5, spotify:artist:0OoOBeRsejOlI6XucsBAXP","Robert Glasper, Baby Rose, Rapsody, James Poyser","spotify:album:5SFtk75uqfjUGXEjLsgdMl","Fuck Yo Feelings","2019-10-03","1","9","294933","true","31","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2y91djz91Yeh9rnTRRSuL1","Let Me In [Feat. Mick Jenkins]","spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:1FvjvACFvko2Z91IvDljrx","Robert Glasper, Mick Jenkins","spotify:album:5SFtk75uqfjUGXEjLsgdMl","Fuck Yo Feelings","2019-10-03","1","4","279566","true","27","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5FcCKNBPFXsrxbhVlSXmRa","This Changes Everything [Feat. Buddy, Denzel Curry, Terrace Martin, James Poyser]","spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:6PDLwWvgYNMfBRLqC1h5cJ, spotify:artist:6fxyWrfmjcbj5d12gXeiNV, spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:0OoOBeRsejOlI6XucsBAXP","Robert Glasper, Buddy, Denzel Curry, Terrace Martin, James Poyser","spotify:album:5SFtk75uqfjUGXEjLsgdMl","Fuck Yo Feelings","2019-10-03","1","2","256884","true","38","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5Dc2XqowT9KluHHGTA8nIN","Gone [Feat. YBN Cordae, Bilal, Herbie Hancock]","spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:0huGjMyP507tBCARyzSkrv, spotify:artist:4jCbgl5Dmt3uOh8WRQfpPs, spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW","Robert Glasper, Cordae, Bilal, Herbie Hancock","spotify:album:5SFtk75uqfjUGXEjLsgdMl","Fuck Yo Feelings","2019-10-03","1","3","224465","true","40","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2LwmCeRZSNBbz3AHOp8cgp","DEAD","spotify:artist:2Yv0nlRtzgPl6u0dsS2hFv, spotify:artist:7IWshUcKfJyDWrbiF2XT8J","Paloalto, Kid Milli","spotify:album:1QIHvNZbdFBtSaA3j0ouoE","Love, Money & Dreams: The Album","2019-09-29","1","2","248087","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6W9p8YvgzEMJT8ENSaw32S","Schlafen","spotify:artist:5wwnitxvqbrtiGk3QW3BuN","COMPUTER DATA","spotify:album:5gdAuC2O2YWcU6JtyKqU3U","Schlafen","2019-10-04","1","1","412500","false","45","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3qAMfuJIMUiVZ6KyUzW63P","aura (feat. Sam Kim)","spotify:artist:2pRZp2WxvnWWiSPcSSYkNV, spotify:artist:4BBN286rBKyCWsSPq2cxYO","george, Sam Kim","spotify:album:4UeBISIWBzbzjo8CKWK0jv","LEEEE","2019-10-03","1","2","163080","false","9","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2w31PjAONsffo4vXFO4lW4","OLVÍDATE","spotify:artist:4EiI7Vls0NB16jLuexzCHC","Paula Cendejas","spotify:album:09ijw1WxctSQo8J8g9AZax","OLVÍDATE","2019-10-04","1","1","206550","false","28","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3YOLEvsGiHvPlpvDjUnLs3","Jungle Riot","spotify:artist:4ZPInhlYlpaCsk1vnHmKBP","Samuel Seo","spotify:album:5jdWgNnb5Q7MYMZUaiYl9D","Jungle Riot","2019-09-28","1","1","196155","false","6","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:24AfeQAqxJb6LOo1cwb4En","A Must Do 해야해","spotify:artist:6ClAFFqc8VEOKSGTrvy8V5","Ku One Chan","spotify:album:05FPOh1ujz9nUhiKTQmKQZ","LOG 일지","2019-09-10","1","4","209682","false","6","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:7nMhZZM11w1YyAsonNdKXH","Skies","spotify:artist:3FQrStLPA45IL3rsKkXNyM","Ukko","spotify:album:16miLUcp3pBMzAJKyAiGNk","Skies","2019-10-18","1","1","186000","false","11","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3JR9U1W2ut21QPfeA02MqC","MIRO","spotify:artist:7lXgbtBDcCRbfc5f8FhGUL","Hoody","spotify:album:4tae7IfUcSBfLNk6ODEK0W","MIRO","2019-09-26","1","1","162480","false","30","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2n0oy8RGDpy6WGcLImTteI","These Nights","spotify:artist:1AhjOkOLkbHUfcHDSErXQs, spotify:artist:2IDLDx25HU1nQMKde4n61a, spotify:artist:2PSJ6YriU7JsFucxACpU7Y","88rising, Rich Brian, CHUNG HA","spotify:album:2ZHGnhsomLmLezueESi9ou","These Nights","2019-10-03","1","1","223006","false","50","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0f4g2DEM4CKzyOGCWKRMmL","3.214","spotify:artist:2aoFQUeHD1U7pL098lRsDU","Madvillain","spotify:album:3giQKi73ayOnj7jxGevJwg","Madvillainy 2: The Madlib Remix","2008-09-30","1","20","123760","true","46","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5pNy0UaNhh6Rv59g9mwdzV","HAVER YAKAR","spotify:artist:2KqUSr1euZBMRzbqIwjKqY, spotify:artist:3YndyZk8nVLJKspIBo0nLd","DORJ, Melodiesinfonie","spotify:album:6KtAP3LlXveP8a8AgOWvkl","MUAR","2019-09-20","1","8","186106","false","21","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1gsc7F6V1tR3cHPWij6yLY","Frostwire - City Girl Remix","spotify:artist:0LOxYI4hEM1ApV1NBPGA3b, spotify:artist:6yby1ACnfwVigbSSaH3kEQ","Host Family, City Girl","spotify:album:3gWPSG7HQzoWCHZMzRsLsM","Frostwire Remixes","2019-05-20","1","2","215248","false","24","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0KVbDv5Rx8UYGcm8xEmv63","neverComedwn","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","1","73463","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1VhKNF6tl7mFwc5i2i5NHD","badiyaah","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","2","67799","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3A2gCYiu9ZcjTtKuXRv09L","fallin'","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","3","91382","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3F8Y3i20aWQM1NIcFTXhZj","_","spotify:artist:05LAWbrWnYPjjTI75ApEIJ, spotify:artist:6pCESpDf5tTwg0t6UwwFWh","KLEFTO, Feral Cat","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","4","55385","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1whRVT7UddfydcRSOiWc6A","GrooveOn","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","5","71346","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0WrS3dvwmQ6GPvaR7s6iB1","saygoodbyeee","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","6","73004","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4VWtIgXAoDD4Ehp6tdXbKl","inmyyungerdayz","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","7","60903","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3f58Raul90MnLUGQiEIlDd","whodoyoulove?","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","8","98505","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4LppdRYlTAHrXV1DoOD6Mw","r_U? (int) [feat. NiceNate]","spotify:artist:05LAWbrWnYPjjTI75ApEIJ, spotify:artist:0ftZWmDnpXQFoyz9wSdAwt","KLEFTO, NiceNate","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","9","47261","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:7yUeiw7GlQ7GTa3bA0bume","dwn.","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","10","73040","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5d5WdGNZWGEMkV0kXnJcou","int 1","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","11","23756","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5KpR5w6tvB5ZNallJLKep6","just4u_","spotify:artist:05LAWbrWnYPjjTI75ApEIJ, spotify:artist:5v5bQIv2cfQVp84meVqSFl","KLEFTO, Blake Callison","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","13","58616","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2Z5PQaEPyy6m3U0IgVW1U0","swandive","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","14","43083","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:74xUt8tDU0jyRCVWKNzfY8","put'nwerk","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","15","61726","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4twHOfCt5iIJqWHwzrqiYU","FindmyLuv","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","16","133981","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6338dSAccKASoaWALUbxMA","yalllistnin'?","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","17","52569","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:57EA0Pi9Np0phTAMdZWT7n","samething","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","18","101716","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5VxbMNT7LwfxjeKvWOtRnE","w_Weirdough","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","19","124846","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1NZ1p9n0dlQm1YM0RpbBvH","whatido?","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","20","87717","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1QsTJtTL2nhiNurVstRAQl","biggathan","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","21","99663","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4PQhB2CxX0rIE90BDVlMBc","gale","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","22","67838","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:7qQpuc2bqB5opYySyhXdBM","BobbiJonson","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","23","123068","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4azRcv7sHZzVR6NDJwo7WS","AllofaSudden","spotify:artist:05LAWbrWnYPjjTI75ApEIJ","KLEFTO","spotify:album:2yVrTpF3E409X8OuA37LKo","Mellow Dramatic","2019-06-14","1","12","107476","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3950uQm4KQL3ckerKBeXYp","Gucci Pajamas (feat. Chance the Rapper and Charlie Wilson)","spotify:artist:0NcPKaSNIHAM2RfioH9vMT, spotify:artist:1anyVhU62p31KFi8MEzkbf, spotify:artist:6CxZzQFUTM6AzgluGwtq5w","Guapdad 4000, Chance the Rapper, Charlie Wilson","spotify:album:432608DLpP0hExluDkY3Yh","Gucci Pajamas (feat. Chance the Rapper and Charlie Wilson)","2019-10-03","1","1","203669","true","42","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5WnfnSpuNEGXyEt78PBA6d","Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","spotify:artist:1iNqsUDUraNWrj00bqssQG, spotify:artist:70gP6Ry4Uo0Yx6uzPIdaiJ, spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7, spotify:artist:0NcPKaSNIHAM2RfioH9vMT, spotify:artist:07V3atNq2TyPNDYmzp6Dyy, spotify:artist:0vaKiuLwFJLVU664A8GTjE, spotify:artist:30C5wgn4celhRP3Tytv7R6, spotify:artist:21dooacK2WGBB5amYvKyfM, spotify:artist:6PDLwWvgYNMfBRLqC1h5cJ, spotify:artist:2rhFzFmezpnW82MNqEKVry","Dreamville, Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy, Ski Mask The Slump God","spotify:album:2n3quCZ0anEa46j2IveacI","Revenge Of The Dreamers III","2019-07-05","1","11","217866","true","73","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:14OpNJI48lH5hjGOdlDBYH","Yellow Cut","spotify:artist:5Seq5NVNiEVCKLmDeQ6yBZ","Kuma Overdose","spotify:album:6zDRc8dx0RUU2hvFlaOI1z","Yellow Cut","2019-07-15","1","1","154000","false","7","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1k6WdNgK2EFLIr3opwgCpm","You're the Dream I Never Wanna Wake Up From","spotify:artist:55ZGP7wiI7sIfU36CTeBzT","sad boy with a laptop","spotify:album:4hjaqGRyvkaUqm2SSA9GKj","You're the Dream I Never Wanna Wake Up From","2018-04-29","1","1","141000","false","56","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6W3XJGH5WXGoFubLBr0Mf0","Wumbo","spotify:artist:6DnF6PBcTSsEZuEjXpK0gX, spotify:artist:4S3cwLP8haGAdlqyza3GZ3, spotify:artist:5PcwbyuOX1pnaeVYatEEB2","Harris Cole, Otxhello, Dilip","spotify:album:6mgjSdg42XiX8Fr2uAaHVz","Wumbo","2019-09-06","1","1","121445","false","54","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5AMBrloapOQL1bUcg33P4e","your reaction","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","2","149347","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3QaalmXy4gyYReacyE8PZO","MONDAYS.","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","3","125714","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0O0gPZ0taVApaOT1tgs1Xx","(ow) bella nova","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","4","88988","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4PWaVdogjIzFUN1Y7X5HdD","Yoplait","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","5","99134","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0mVCmAEr2VThE1ErAIiIY2","DON'T DO IT + Gooey","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","6","100767","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6odz7AHXBYzM9mQtiPyCGw","I WIN!","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","7","117333","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3pdsHvR3BiBQHDeCpD3ILk","pusha (one 4 houseshoes)","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","8","165472","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:3Xdv8E9zWERcDDPgaYSEcD","Rock","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","9","135596","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2jW5scpMxNT6OiIdkVqJ9C","Seshat","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","10","147469","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0FzHjo6jwQmYbYxqsigsqC","whoa","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","12","145609","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2TNSDvmZc80Soo9jwD6Oxz","158 4mi","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","13","204943","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0peMb6oijAslAuHmvf38jh","18 records on a mixtape","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","14","94666","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1HnCqTh2zLgAb5YrOqnwwa","801 Truth Teachers","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","15","143138","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:4Loj6tAaxjo8KFaQ2jkxSK","Lonely Loss","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","16","128224","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:1Yd54Zfav9MtY3slEnRZRt","boi i'm 'bout to cook u","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","1","127228","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:45mqCBY8JLZFbtbtG8MpBa","MELLANEN","spotify:artist:3CE8Ux0j4kdaWpqCssKnVA","TEK.LUN","spotify:album:2KmCOIqcivpOO19U1iM2vv","Dweeb","2019-09-20","1","11","87619","false","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:7jvZmYpM7E7DUCLD5zn6Gx","Rap City","spotify:artist:7aGhkUVp7V3klWfTFe7AHS, spotify:artist:1ybINI1qPiFbwDXamRtwxD","Femdot, Smino","spotify:album:3GVQNsLDpFxSAQhycJgWo7","94 Camry Music","2019-10-01","1","4","156733","true","45","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0inxukVZS8QN3gtxhCYiSD","Exhale (feat. Smino)","spotify:artist:0oZASNXz7lmZGoXFh8GnZM, spotify:artist:1ybINI1qPiFbwDXamRtwxD","Kemba, Smino","spotify:album:1uCv6gKoP1IlE5Y4R7t3rt","Gilda","2019-09-20","1","3","260626","true","44","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:378InTcAls3pqNLgyx6it5","Deadass","spotify:artist:0oZASNXz7lmZGoXFh8GnZM","Kemba","spotify:album:1uCv6gKoP1IlE5Y4R7t3rt","Gilda","2019-09-20","1","13","136520","true","39","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:2rGgIteiX209jWcsbS1MXq","Bubbly","spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM","Roy Woods","spotify:album:61EUToVfhT7of9Dnd6WP1O","Bubbly","2019-09-19","1","1","230750","true","55","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0RHEzMQT9Vw9GvSdVA5TLC","Blue World","spotify:artist:2hGh5VOeeqimQFxqXvfCUf","John Coltrane","spotify:album:5OdRhr4aotXEXEnH6N2eRv","Blue World","2019-09-27","1","3","368253","false","41","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5mqQrMiUB1mvpbnbYYH3WS","Between the Lines (feat. Keyon Harrold & Sparkz)","spotify:artist:64bpQRbx4Nw2r7oIg1SAzw, spotify:artist:4JG781pl96pL2h0AoERgOA, spotify:artist:3wKN85pgXHwvP8mTt7dVJf","Ashley Henry, Keyon Harrold, Sparkz","spotify:album:0vgHCgQXFyO6z7OCZKSu52","Beautiful Vinyl Hunter","2019-09-06","1","3","287173","false","35","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6syOrBhOUeNAvCTt5J3weM","Drip Siphi Iskorobho","spotify:artist:0CaeXDVwH52TDLA0GLRo4f","Okmalumkoolkat","spotify:album:0iSxlvk5W5Ej2p6F3z4krE","Drip Siphi Iskorobho","2019-08-06","1","1","208219","false","32","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:6SZsl1kQOuo5TTtYMbEuKS","Bands","spotify:artist:4DC1obPJLR8W43ruJxQ0Rk","Jua","spotify:album:0JDCYlEkU3y3VobfPCbRl0","Bands","2019-09-28","1","1","185652","true","0","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:5nCQkqU2liez8HEf3uTHZQ","Circles","spotify:artist:36a3BbcVBJMiBGeHzpAxHb","Michael Kaneko","spotify:album:5nWz0RlR6ClEAgGtgZSqvi","Circles","2019-10-02","1","1","208848","false","43","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:18koQj7HrT4aejkVmnzzPe","Rukakan Town","spotify:artist:0illCOhPkFBykngmCWos6u","Kaho Nakamura","spotify:album:0vjLN6UWvCxwCEAZRa0Lvl","Rukakan Town","2019-09-04","1","1","208061","false","39","spotify:user:1227113","2020-01-02T14:43:12Z"
"spotify:track:0vl6PxdvtmmIcvAU2pxRQu","TRAVEL FOR LIFE","spotify:artist:6w4a2nebeBTxlemKtd2B4g","SHE IS SUMMER","spotify:album:0PEEwDkkVkQwh0yT8al9Fe","MIRACLE FOOD","2019-05-15","1","3","255673","false","17","spotify:user:1227113","2020-01-02T14:43:12Z"
